record_id,title,abstract,authors,year,label_included,review_id,source
CD013295_pub2_excl_6,Topic-related study 6,"",Author_3369,2018,0,CD013295_pub2,synthetic_excluded
CD013255_pub2_22,Falk 1997,"",Falk,1997,1,CD013255_pub2,pairwise70_included
CD003598_pub3_excl_53,Topic-related study 53,"",Author_3419,2011,0,CD003598_pub3,synthetic_excluded
CD013631_pub2_19,Khosroshahi 2018,"",Khosroshahi,2018,1,CD013631_pub2,pairwise70_included
CD003216_pub3_excl_12,Topic-related study 12,"",Author_4246,1995,0,CD003216_pub3,synthetic_excluded
CD002042_pub6_66,Akyildiz 2018,"",Akyildiz,2018,1,CD002042_pub6,pairwise70_included
CD012718_pub2_10,Mattos-Silveira 2015,"",Mattos-Silveira,2015,1,CD012718_pub2,pairwise70_included
CD015192_pub2_6,Duret 1987,"",Duret,1987,1,CD015192_pub2,pairwise70_included
CD006913_pub3_11,Hoekman 2021,"",Hoekman,2021,1,CD006913_pub3,pairwise70_included
CD013827_pub2_9,Guo 2020,"",Guo,2020,1,CD013827_pub2,pairwise70_included
CD009730_pub3_25,Hodson 1987,"",Hodson,1987,1,CD009730_pub3,pairwise70_included
CD014758_pub3_excl_97,Topic-related study 97,"",Author_7311,2022,0,CD014758_pub3,synthetic_excluded
CD008063_pub3_excl_48,Topic-related study 48,"",Author_9619,2007,0,CD008063_pub3,synthetic_excluded
CD008145_pub4_excl_14,Topic-related study 14,"",Author_1891,2005,0,CD008145_pub4,synthetic_excluded
CD013821_pub2_26,Xu 2018,"",Xu,2018,1,CD013821_pub2,pairwise70_included
CD011381_pub3_5,GOLDEN 2017,"",GOLDEN,2017,1,CD011381_pub3,pairwise70_included
CD013508_pub3_excl_25,Topic-related study 25,"",Author_3763,2011,0,CD013508_pub3,synthetic_excluded
CD011689_pub4_114,Khurshid 2010,"",Khurshid,2010,1,CD011689_pub4,pairwise70_included
CD006404_pub5_excl_11,Topic-related study 11,"",Author_2723,2018,0,CD006404_pub5,synthetic_excluded
CD012642_pub2_7,Ayisi 1992,"",Ayisi,1992,1,CD012642_pub2,pairwise70_included
CD013445_pub2_excl_13,Topic-related study 13,"",Author_8700,2020,0,CD013445_pub2,synthetic_excluded
CD006606_pub5_excl_2,Topic-related study 2,"",Author_5055,2014,0,CD006606_pub5,synthetic_excluded
CD012586_pub2_36,Qiao 2012,"",Qiao,2012,1,CD012586_pub2,pairwise70_included
CD014762_pub2_5,Ko 2018,"",Ko,2018,1,CD014762_pub2,pairwise70_included
CD013255_pub2_excl_24,Topic-related study 24,"",Author_2503,2016,0,CD013255_pub2,synthetic_excluded
CD003598_pub3_excl_93,Topic-related study 93,"",Author_8135,2007,0,CD003598_pub3,synthetic_excluded
CD012186_pub2_excl_98,Topic-related study 98,"",Author_5607,2017,0,CD012186_pub2,synthetic_excluded
CD013425_pub2_excl_4,Topic-related study 4,"",Author_5343,2010,0,CD013425_pub2,synthetic_excluded
CD014935_pub2_excl_4,Topic-related study 4,"",Author_3133,1985,0,CD014935_pub2,synthetic_excluded
CD014872_pub2_excl_27,Topic-related study 27,"",Author_1097,2019,0,CD014872_pub2,synthetic_excluded
CD006023_pub4_excl_53,Topic-related study 53,"",Author_6097,2014,0,CD006023_pub4,synthetic_excluded
CD015326_pub2_21,Haines 2013,"",Haines,2013,1,CD015326_pub2,pairwise70_included
CD003451_pub3_excl_36,Topic-related study 36,"",Author_9779,2018,0,CD003451_pub3,synthetic_excluded
CD010001_pub4_excl_44,Topic-related study 44,"",Author_9987,2017,0,CD010001_pub4,synthetic_excluded
CD006185_pub6_excl_83,Topic-related study 83,"",Author_6784,2006,0,CD006185_pub6,synthetic_excluded
CD002042_pub6_excl_17,Topic-related study 17,"",Author_7230,2019,0,CD002042_pub6,synthetic_excluded
CD007569_pub4_excl_15,Topic-related study 15,"",Author_9153,2013,0,CD007569_pub4,synthetic_excluded
CD013719_pub2_excl_22,Topic-related study 22,"",Author_9459,2020,0,CD013719_pub2,synthetic_excluded
CD012586_pub2_62,Lainas 2010,"",Lainas,2010,1,CD012586_pub2,pairwise70_included
CD011778_pub2_39,Chondros 2009,"",Chondros,2009,1,CD011778_pub2,pairwise70_included
CD016064_14,Arrieta 2019,"",Arrieta,2019,1,CD016064,pairwise70_included
CD008063_pub3_excl_2,Topic-related study 2,"",Author_5000,2015,0,CD008063_pub3,synthetic_excluded
CD012503_pub3_excl_15,Topic-related study 15,"",Author_2211,2023,0,CD012503_pub3,synthetic_excluded
CD013590_pub2_excl_4,Topic-related study 4,"",Author_2117,1995,0,CD013590_pub2,synthetic_excluded
CD014845_pub2_17,Temple 2010,"",Temple,2010,1,CD014845_pub2,pairwise70_included
CD001920_pub4_58,Meng Fanda 2021,"",Meng Fanda,2021,1,CD001920_pub4,pairwise70_included
CD007156_pub3_excl_21,Topic-related study 21,"",Author_8811,2014,0,CD007156_pub3,synthetic_excluded
CD001321_pub7_excl_47,Topic-related study 47,"",Author_3731,2013,0,CD001321_pub7,synthetic_excluded
CD009022_pub4_5,Kim 2023,"",Kim,2023,1,CD009022_pub4,pairwise70_included
CD015064_pub2_excl_10,Topic-related study 10,"",Author_9061,,0,CD015064_pub2,synthetic_excluded
CD001920_pub4_89,Salbach 2004,"",Salbach,2004,1,CD001920_pub4,pairwise70_included
CD012997_pub3_excl_1,Topic-related study 1,"",Author_8840,1992,0,CD012997_pub3,synthetic_excluded
CD015536_pub2_excl_14,Topic-related study 14,"",Author_1814,2022,0,CD015536_pub2,synthetic_excluded
CD015350_pub2_18,Geffen 2009,"",Geffen,2009,1,CD015350_pub2,pairwise70_included
CD007859_pub5_12,Mahmoudzadeh 2018,"",Mahmoudzadeh,2018,1,CD007859_pub5,pairwise70_included
CD013425_pub2_excl_35,Topic-related study 35,"",Author_1480,2010,0,CD013425_pub2,synthetic_excluded
CD003477_pub5_excl_29,Topic-related study 29,"",Author_6186,2015,0,CD003477_pub5,synthetic_excluded
CD010001_pub4_7,Shaker 1993,"",Shaker,1993,1,CD010001_pub4,pairwise70_included
CD009235_pub4_35,Roth 2001,"",Roth,2001,1,CD009235_pub4,pairwise70_included
CD002112_pub2_60,Ma 2017,"",Ma,2017,1,CD002112_pub2,pairwise70_included
CD006942_pub4_excl_4,Topic-related study 4,"",Author_8171,2007,0,CD006942_pub4,synthetic_excluded
CD006023_pub4_excl_101,Topic-related study 101,"",Author_5390,2019,0,CD006023_pub4,synthetic_excluded
CD007130_pub5_20,Marchionni 2003,"",Marchionni,2003,1,CD007130_pub5,pairwise70_included
CD003519_pub5_excl_61,Topic-related study 61,"",Author_4429,2014,0,CD003519_pub5,synthetic_excluded
CD013232_pub2_excl_76,Topic-related study 76,"",Author_3789,2005,0,CD013232_pub2,synthetic_excluded
CD011806_pub2_excl_15,Topic-related study 15,"",Author_2907,2017,0,CD011806_pub2,synthetic_excluded
CD008063_pub3_75,Chanut 2007,"",Chanut,2007,1,CD008063_pub3,pairwise70_included
CD001703_pub4_2,Kurniawati 2020,"",Kurniawati,2020,1,CD001703_pub4,pairwise70_included
CD006257_pub2_excl_61,Topic-related study 61,"",Author_8242,2001,0,CD006257_pub2,synthetic_excluded
CD013396_pub2_excl_19,Topic-related study 19,"",Author_2778,2012,0,CD013396_pub2,synthetic_excluded
CD013332_pub2_15,Lazar 2004,"",Lazar,2004,1,CD013332_pub2,pairwise70_included
CD010861_pub3_excl_30,Topic-related study 30,"",Author_9218,2007,0,CD010861_pub3,synthetic_excluded
CD005566_pub4_excl_22,Topic-related study 22,"",Author_9862,1999,0,CD005566_pub4,synthetic_excluded
CD015124_pub2_6,Rosenberg 2019,"",Rosenberg,2019,1,CD015124_pub2,pairwise70_included
CD011535_pub7_excl_157,Topic-related study 157,"",Author_6364,2023,0,CD011535_pub7,synthetic_excluded
CD013821_pub2_excl_42,Topic-related study 42,"",Author_9576,2011,0,CD013821_pub2,synthetic_excluded
CD013800_pub2_excl_65,Topic-related study 65,"",Author_8142,2012,0,CD013800_pub2,synthetic_excluded
CD005495_pub5_excl_13,Topic-related study 13,"",Author_9370,2022,0,CD005495_pub5,synthetic_excluded
CD008995_pub3_excl_3,Topic-related study 3,"",Author_9084,2006,0,CD008995_pub3,synthetic_excluded
CD006913_pub3_excl_19,Topic-related study 19,"",Author_3982,2021,0,CD006913_pub3,synthetic_excluded
CD003962_pub3_excl_75,Topic-related study 75,"",Author_9858,2011,0,CD003962_pub3,synthetic_excluded
CD013468_pub2_excl_28,Topic-related study 28,"",Author_8612,2003,0,CD013468_pub2,synthetic_excluded
CD001837_pub4_53,Steinberg 2011,"",Steinberg,2011,1,CD001837_pub4,pairwise70_included
CD008552_pub8_14,Zeinstra 2018,"",Zeinstra,2018,1,CD008552_pub8,pairwise70_included
CD015314_pub2_excl_25,Topic-related study 25,"",Author_4061,2007,0,CD015314_pub2,synthetic_excluded
CD006257_pub2_excl_35,Topic-related study 35,"",Author_6117,1994,0,CD006257_pub2,synthetic_excluded
CD012942_pub2_excl_28,Topic-related study 28,"",Author_7338,2001,0,CD012942_pub2,synthetic_excluded
CD002112_pub2_excl_85,Topic-related study 85,"",Author_8610,2014,0,CD002112_pub2,synthetic_excluded
CD013054_pub3_excl_8,Topic-related study 8,"",Author_9207,2006,0,CD013054_pub3,synthetic_excluded
CD016064_69,Cox 2008,"",Cox,2008,1,CD016064,pairwise70_included
CD013631_pub2_excl_33,Topic-related study 33,"",Author_3628,2021,0,CD013631_pub2,synthetic_excluded
CD012586_pub2_excl_138,Topic-related study 138,"",Author_4622,2006,0,CD012586_pub2,synthetic_excluded
CD011535_pub7_38,UNCOVER-3 2015,"",UNCOVER-3,2015,1,CD011535_pub7,pairwise70_included
CD015588_pub2_31,CompoSIT-R 2018,"",CompoSIT-R,2018,1,CD015588_pub2,pairwise70_included
CD016064_53,Zermansky 2006,"",Zermansky,2006,1,CD016064,pairwise70_included
CD016031_excl_25,Topic-related study 25,"",Author_7464,2018,0,CD016031,synthetic_excluded
CD013038_pub3_excl_5,Topic-related study 5,"",Author_7516,2014,0,CD013038_pub3,synthetic_excluded
CD011381_pub3_46,OPERA II 2017,"",OPERA II,2017,1,CD011381_pub3,pairwise70_included
CD006023_pub4_excl_122,Topic-related study 122,"",Author_9001,2014,0,CD006023_pub4,synthetic_excluded
CD013456_pub2_13,Walsh 2017,"",Walsh,2017,1,CD013456_pub2,pairwise70_included
CD015328_pub2_excl_140,Topic-related study 140,"",Author_8388,2006,0,CD015328_pub2,synthetic_excluded
CD001396_pub4_17,Steiner 2005,"",Steiner,2005,1,CD001396_pub4,pairwise70_included
CD014869_pub2_9,Chow 2002,"",Chow,2002,1,CD014869_pub2,pairwise70_included
CD015040_pub2_excl_7,Topic-related study 7,"",Author_3035,2019,0,CD015040_pub2,synthetic_excluded
CD014428_pub2_excl_2,Topic-related study 2,"",Author_5149,2024,0,CD014428_pub2,synthetic_excluded
CD013614_pub2_excl_14,Topic-related study 14,"",Author_4314,2017,0,CD013614_pub2,synthetic_excluded
CD010583_pub6_5,Jiang 2016,"",Jiang,2016,1,CD010583_pub6,pairwise70_included
CD012997_pub3_2,Huppertz 1999,"",Huppertz,1999,1,CD012997_pub3,pairwise70_included
CD007693_pub3_25,Holt 1994,"",Holt,1994,1,CD007693_pub3,pairwise70_included
CD009235_pub4_44,Teixeira 2015,"",Teixeira,2015,1,CD009235_pub4,pairwise70_included
CD013255_pub2_24,Norgaard 1999,"",Norgaard,1999,1,CD013255_pub2,pairwise70_included
CD015252_pub2_excl_3,Topic-related study 3,"",Author_1205,1983,0,CD015252_pub2,synthetic_excluded
CD005566_pub4_excl_45,Topic-related study 45,"",Author_4881,2005,0,CD005566_pub4,synthetic_excluded
CD004184_pub3_excl_28,Topic-related study 28,"",Author_2841,2009,0,CD004184_pub3,synthetic_excluded
CD001155_pub3_16,Durson 2001,"",Durson,2001,1,CD001155_pub3,pairwise70_included
CD014964_pub2_excl_37,Topic-related study 37,"",Author_6956,2017,0,CD014964_pub2,synthetic_excluded
CD011778_pub2_excl_55,Topic-related study 55,"",Author_5818,2018,0,CD011778_pub2,synthetic_excluded
CD001431_pub6_36,Durand 2021,"",Durand,2021,1,CD001431_pub6,pairwise70_included
CD002290_pub6_excl_22,Topic-related study 22,"",Author_5461,2007,0,CD002290_pub6,synthetic_excluded
CD011866_pub3_excl_80,Topic-related study 80,"",Author_4975,2017,0,CD011866_pub3,synthetic_excluded
CD001920_pub4_164,Wang Leilei 2020,"",Wang Leilei,2020,1,CD001920_pub4,pairwise70_included
CD006919_pub5_25,Pellicer 1989,"",Pellicer,1989,1,CD006919_pub5,pairwise70_included
CD009362_pub4_excl_23,Topic-related study 23,"",Author_4965,2017,0,CD009362_pub4,synthetic_excluded
CD006913_pub3_18,Shang 2021,"",Shang,2021,1,CD006913_pub3,pairwise70_included
CD006023_pub4_102,Zwiech 2011,"",Zwiech,2011,1,CD006023_pub4,pairwise70_included
CD003598_pub3_1,Aros 2005,"",Aros,2005,1,CD003598_pub3,pairwise70_included
CD003477_pub5_1,Baker 2022,"",Baker,2022,1,CD003477_pub5,pairwise70_included
CD013329_pub2_2,Looman 2015,"",Looman,2015,1,CD013329_pub2,pairwise70_included
CD001155_pub3_excl_90,Topic-related study 90,"",Author_3543,2016,0,CD001155_pub3,synthetic_excluded
CD003331_pub6_9,Hambrecht 1995,"",Hambrecht,1995,1,CD003331_pub6,pairwise70_included
CD007024_pub3_14,Oliveto 2011 dataset a,"",Oliveto,2011,1,CD007024_pub3,pairwise70_included
CD011192_pub4_excl_1,Topic-related study 1,"",Author_8706,1406,0,CD011192_pub4,synthetic_excluded
CD010216_pub9_excl_14,Topic-related study 14,"",Author_4214,2023,0,CD010216_pub9,synthetic_excluded
CD008709_pub4_excl_72,Topic-related study 72,"",Author_6950,2015,0,CD008709_pub4,synthetic_excluded
CD013278_pub3_4,Bagnoli 2013,"",Bagnoli,2013,1,CD013278_pub3,pairwise70_included
CD012586_pub2_156,Decleer 2020,"",Decleer,2020,1,CD012586_pub2,pairwise70_included
CD013421_pub2_10,Chalmers 2010,"",Chalmers,2010,1,CD013421_pub2,pairwise70_included
CD015462_pub2_1,Shivakumar 2017a,"",Shivakumar,2017,1,CD015462_pub2,pairwise70_included
CD015330_pub2_28,Isensee 2018,"",Isensee,2018,1,CD015330_pub2,pairwise70_included
CD002042_pub6_excl_14,Topic-related study 14,"",Author_9674,2010,0,CD002042_pub6,synthetic_excluded
CD001155_pub3_excl_21,Topic-related study 21,"",Author_6892,2017,0,CD001155_pub3,synthetic_excluded
CD008349_pub5_excl_77,Topic-related study 77,"",Author_7704,2014,0,CD008349_pub5,synthetic_excluded
CD013166_pub3_excl_18,Topic-related study 18,"",Author_8070,2023,0,CD013166_pub3,synthetic_excluded
CD012642_pub2_4,Shaffer 1989,"",Shaffer,1989,1,CD012642_pub2,pairwise70_included
CD015014_pub2_excl_6,Topic-related study 6,"",Author_5880,2014,0,CD015014_pub2,synthetic_excluded
CD012642_pub2_3,Hartnoll 2000,"",Hartnoll,2000,1,CD012642_pub2,pairwise70_included
CD013425_pub2_excl_11,Topic-related study 11,"",Author_9992,2005,0,CD013425_pub2,synthetic_excluded
CD006023_pub4_excl_127,Topic-related study 127,"",Author_5102,2017,0,CD006023_pub4,synthetic_excluded
CD006913_pub3_excl_53,Topic-related study 53,"",Author_5467,2010,0,CD006913_pub3,synthetic_excluded
CD015520_excl_13,Topic-related study 13,"",Author_9726,2020,0,CD015520,synthetic_excluded
CD000547_pub3_excl_34,Topic-related study 34,"",Author_9896,1999,0,CD000547_pub3,synthetic_excluded
CD001920_pub4_61,Wang 2004a,"",Wang,2004,1,CD001920_pub4,pairwise70_included
CD015192_pub2_9,Ross 1997,"",Ross,1997,1,CD015192_pub2,pairwise70_included
CD008709_pub4_55,Rudnicki 2017,"",Rudnicki,2017,1,CD008709_pub4,pairwise70_included
CD001920_pub4_excl_68,Topic-related study 68,"",Author_3838,2004,0,CD001920_pub4,synthetic_excluded
CD003598_pub3_excl_40,Topic-related study 40,"",Author_3881,1993,0,CD003598_pub3,synthetic_excluded
CD015145_pub2_15,DeOliveira 2011a,"",DeOliveira,2011,1,CD015145_pub2,pairwise70_included
CD015968_excl_8,Topic-related study 8,"",Author_5126,2016,0,CD015968,synthetic_excluded
CD015040_pub2_2,Philip 2019a,"",Philip,2019,1,CD015040_pub2,pairwise70_included
CD013763_pub3_59,Gad 2019,"",Gad,2019,1,CD013763_pub3,pairwise70_included
CD015387_pub2_8,Kim 2009,"",Kim,2009,1,CD015387_pub2,pairwise70_included
CD012079_pub2_47,Ouyang 2020,"",Ouyang,2020,1,CD012079_pub2,pairwise70_included
CD008063_pub3_64,Aharonovich 2017,"",Aharonovich,2017,1,CD008063_pub3,pairwise70_included
CD015215_pub2_excl_2,Topic-related study 2,"",Author_4959,2000,0,CD015215_pub2,synthetic_excluded
CD006185_pub6_excl_76,Topic-related study 76,"",Author_2347,2016,0,CD006185_pub6,synthetic_excluded
CD010216_pub9_excl_23,Topic-related study 23,"",Author_7751,2022,0,CD010216_pub9,synthetic_excluded
CD007572_pub4_excl_5,Topic-related study 5,"",Author_6580,2023,0,CD007572_pub4,synthetic_excluded
CD001920_pub4_11,Green 2002,"",Green,2002,1,CD001920_pub4,pairwise70_included
CD004703_pub3_excl_6,Topic-related study 6,"",Author_9395,2007,0,CD004703_pub3,synthetic_excluded
CD015014_pub2_3,Bellantonio 2008,"",Bellantonio,2008,1,CD015014_pub2,pairwise70_included
CD010861_pub3_excl_25,Topic-related study 25,"",Author_5630,2014,0,CD010861_pub3,synthetic_excluded
CD001533_pub7_excl_42,Topic-related study 42,"",Author_4156,2012,0,CD001533_pub7,synthetic_excluded
CD014820_pub2_excl_19,Topic-related study 19,"",Author_9289,2012,0,CD014820_pub2,synthetic_excluded
CD006913_pub3_excl_37,Topic-related study 37,"",Author_2435,2014,0,CD006913_pub3,synthetic_excluded
CD015517_14,Dimeo 2004,"",Dimeo,2004,1,CD015517,pairwise70_included
CD009535_pub3_excl_21,Topic-related study 21,"",Author_4219,2008,0,CD009535_pub3,synthetic_excluded
CD012942_pub2_excl_32,Topic-related study 32,"",Author_2589,2000,0,CD012942_pub2,synthetic_excluded
CD013539_pub2_excl_3,Topic-related study 3,"",Author_5107,2020,0,CD013539_pub2,synthetic_excluded
CD013059_pub2_7,Hussian 1979,"",Hussian,1979,1,CD013059_pub2,pairwise70_included
CD014937_pub2_excl_61,Topic-related study 61,"",Author_7642,2000,0,CD014937_pub2,synthetic_excluded
CD001431_pub6_excl_8,Topic-related study 8,"",Author_3152,2021,0,CD001431_pub6,synthetic_excluded
CD007310_pub3_excl_10,Topic-related study 10,"",Author_2939,2014,0,CD007310_pub3,synthetic_excluded
CD011689_pub4_excl_32,Topic-related study 32,"",Author_4210,2011,0,CD011689_pub4,synthetic_excluded
CD000547_pub3_excl_48,Topic-related study 48,"",Author_6883,2009,0,CD000547_pub3,synthetic_excluded
CD012925_pub2_excl_4,Topic-related study 4,"",Author_8790,2016,0,CD012925_pub2,synthetic_excluded
CD015476_pub2_excl_5,Topic-related study 5,"",Author_2742,2019,0,CD015476_pub2,synthetic_excluded
CD013052_pub3_2,Onali 2018,"",Onali,2018,1,CD013052_pub3,pairwise70_included
CD015932_pub2_excl_22,Topic-related study 22,"",Author_8479,2004,0,CD015932_pub2,synthetic_excluded
CD002112_pub2_excl_66,Topic-related study 66,"",Author_5384,2011,0,CD002112_pub2,synthetic_excluded
CD003429_pub5_excl_4,Topic-related study 4,"",Author_8079,2007,0,CD003429_pub5,synthetic_excluded
CD007388_pub3_2,Muhammad 2013,"",Muhammad,2013,1,CD007388_pub3,pairwise70_included
CD015328_pub2_120,Morgan 2011,"",Morgan,2011,1,CD015328_pub2,pairwise70_included
CD003598_pub3_excl_3,Topic-related study 3,"",Author_7999,1997,0,CD003598_pub3,synthetic_excluded
CD001431_pub6_106,Vandemheen 2009,"",Vandemheen,2009,1,CD001431_pub6,pairwise70_included
CD000547_pub3_8,Seraccholi 2003,"",Seraccholi,2003,1,CD000547_pub3,pairwise70_included
CD003218_pub3_excl_7,Topic-related study 7,"",Author_5988,2012,0,CD003218_pub3,synthetic_excluded
CD011778_pub2_18,Malgikar 2016,"",Malgikar,2016,1,CD011778_pub2,pairwise70_included
CD015330_pub2_24,Pfeiffer 2019,"",Pfeiffer,2019,1,CD015330_pub2,pairwise70_included
CD015532_21,Hansson 2022,"",Hansson,2022,1,CD015532,pairwise70_included
CD001431_pub6_excl_4,Topic-related study 4,"",Author_8470,2013,0,CD001431_pub6,synthetic_excluded
CD009730_pub3_27,STOP-2a,"",STOP-2a,,1,CD009730_pub3,pairwise70_included
CD014845_pub2_excl_2,Topic-related study 2,"",Author_3599,2014,0,CD014845_pub2,synthetic_excluded
CD015790_pub2_10,Brody 2002,"",Brody,2002,1,CD015790_pub2,pairwise70_included
CD013821_pub2_excl_12,Topic-related study 12,"",Author_6135,2015,0,CD013821_pub2,synthetic_excluded
CD013232_pub2_excl_148,Topic-related study 148,"",Author_9964,2013,0,CD013232_pub2,synthetic_excluded
CD013758_pub2_excl_13,Topic-related study 13,"",Author_5164,1995,0,CD013758_pub2,synthetic_excluded
CD016064_35,Sihvonen 2004,"",Sihvonen,2004,1,CD016064,pairwise70_included
CD001533_pub7_33,Broyer 1997,"",Broyer,1997,1,CD001533_pub7,pairwise70_included
CD012693_pub3_excl_25,Topic-related study 25,"",Author_1547,2021,0,CD012693_pub3,synthetic_excluded
CD015328_pub2_25,Clemes 2020,"",Clemes,2020,1,CD015328_pub2,pairwise70_included
CD013445_pub2_36,Terribile 2019,"",Terribile,2019,1,CD013445_pub2,pairwise70_included
CD001533_pub7_49,Jayantha 2002b,"",Jayantha,2002,1,CD001533_pub7,pairwise70_included
CD015894_pub2_excl_5,Topic-related study 5,"",Author_6753,2017,0,CD015894_pub2,synthetic_excluded
CD001431_pub6_120,Mathers 2012,"",Mathers,2012,1,CD001431_pub6,pairwise70_included
CD009730_pub3_excl_20,Topic-related study 20,"",Author_2319,1989,0,CD009730_pub3,synthetic_excluded
CD009252_pub2_6,Lee 2018,"",Lee,2018,1,CD009252_pub2,pairwise70_included
CD001920_pub4_75,Lee 2015,"",Lee,2015,1,CD001920_pub4,pairwise70_included
CD001431_pub6_119,Mann D 2010,"",Mann D,2010,1,CD001431_pub6,pairwise70_included
CD013425_pub2_49,Vedam 2022,"",Vedam,2022,1,CD013425_pub2,pairwise70_included
CD013763_pub3_excl_53,Topic-related study 53,"",Author_2871,2020,0,CD013763_pub3,synthetic_excluded
CD001837_pub4_18,Rigotti 1994,"",Rigotti,1994,1,CD001837_pub4,pairwise70_included
CD015192_pub2_excl_16,Topic-related study 16,"",Author_8075,1992,0,CD015192_pub2,synthetic_excluded
CD013358_pub2_excl_71,Topic-related study 71,"",Author_9229,2013,0,CD013358_pub2,synthetic_excluded
CD002112_pub2_20,Longstaffe 2000,"",Longstaffe,2000,1,CD002112_pub2,pairwise70_included
CD007639_pub3_excl_22,Topic-related study 22,"",Author_6509,2002,0,CD007639_pub3,synthetic_excluded
CD014741_pub2_excl_36,Topic-related study 36,"",Author_6551,2003,0,CD014741_pub2,synthetic_excluded
CD001431_pub6_excl_63,Topic-related study 63,"",Author_9063,1999,0,CD001431_pub6,synthetic_excluded
CD015123_pub2_5,NCT01144052,"",NCT01144052,,1,CD015123_pub2,pairwise70_included
CD013166_pub3_excl_4,Topic-related study 4,"",Author_5313,2016,0,CD013166_pub3,synthetic_excluded
CD011689_pub4_excl_37,Topic-related study 37,"",Author_8140,2006,0,CD011689_pub4,synthetic_excluded
CD013827_pub2_excl_9,Topic-related study 9,"",Author_3155,2020,0,CD013827_pub2,synthetic_excluded
CD015802_pub2_excl_1,Topic-related study 1,"",Author_7975,2021,0,CD015802_pub2,synthetic_excluded
CD012993_pub2_5,PROPEL 2021,"",PROPEL,2021,1,CD012993_pub2,pairwise70_included
CD008940_pub4_excl_41,Topic-related study 41,"",Author_5503,2014,0,CD008940_pub4,synthetic_excluded
CD013232_pub2_excl_109,Topic-related study 109,"",Author_9008,2018,0,CD013232_pub2,synthetic_excluded
CD015824_pub2_1,Galiè 2015,"",Galiè,2015,1,CD015824_pub2,pairwise70_included
CD015588_pub2_excl_27,Topic-related study 27,"",Author_2481,2013,0,CD015588_pub2,synthetic_excluded
CD006023_pub4_excl_136,Topic-related study 136,"",Author_3293,2009,0,CD006023_pub4,synthetic_excluded
CD013255_pub2_excl_14,Topic-related study 14,"",Author_5796,2011,0,CD013255_pub2,synthetic_excluded
CD014935_pub2_3,Niwattayakul 2010,"",Niwattayakul,2010,1,CD014935_pub2,pairwise70_included
CD013071_pub2_excl_5,Topic-related study 5,"",Author_6224,2013,0,CD013071_pub2,synthetic_excluded
CD015387_pub2_excl_31,Topic-related study 31,"",Author_9803,1990,0,CD015387_pub2,synthetic_excluded
CD014741_pub2_excl_37,Topic-related study 37,"",Author_6194,2015,0,CD014741_pub2,synthetic_excluded
CD001837_pub4_excl_63,Topic-related study 63,"",Author_3189,1993,0,CD001837_pub4,synthetic_excluded
CD010861_pub3_13,Jain 2013,"",Jain,2013,1,CD010861_pub3,pairwise70_included
CD012942_pub2_excl_23,Topic-related study 23,"",Author_1605,,0,CD012942_pub2,synthetic_excluded
CD015854_excl_14,Topic-related study 14,"",Author_8799,,0,CD015854,synthetic_excluded
CD015328_pub2_excl_117,Topic-related study 117,"",Author_5273,2019,0,CD015328_pub2,synthetic_excluded
CD013197_pub2_excl_17,Topic-related study 17,"",Author_5724,2016,0,CD013197_pub2,synthetic_excluded
CD002303_pub4_6,Milic 2019,"",Milic,2019,1,CD002303_pub4,pairwise70_included
CD015514_pub2_excl_1,Topic-related study 1,"",Author_2276,2017,0,CD015514_pub2,synthetic_excluded
CD007024_pub3_excl_24,Topic-related study 24,"",Author_9837,2007,0,CD007024_pub3,synthetic_excluded
CD015387_pub2_excl_16,Topic-related study 16,"",Author_6905,2013,0,CD015387_pub2,synthetic_excluded
CD004953_pub5_10,Lista 2015,"",Lista,2015,1,CD004953_pub5,pairwise70_included
CD006185_pub6_15,Hornby 2008,"",Hornby,2008,1,CD006185_pub6,pairwise70_included
CD013425_pub2_17,Ma 2005d,"",Ma,2005,1,CD013425_pub2,pairwise70_included
CD001837_pub4_70,Sherman 2016a,"",Sherman,2016,1,CD001837_pub4,pairwise70_included
CD015328_pub2_excl_56,Topic-related study 56,"",Author_8550,2021,0,CD015328_pub2,synthetic_excluded
CD011627_pub3_6,Chen 2016,"",Chen,2016,1,CD011627_pub3,pairwise70_included
CD012586_pub2_excl_184,Topic-related study 184,"",Author_4429,2006,0,CD012586_pub2,synthetic_excluded
CD013059_pub2_excl_19,Topic-related study 19,"",Author_5270,2009,0,CD013059_pub2,synthetic_excluded
CD015804_pub2_excl_2,Topic-related study 2,"",Author_8406,2022,0,CD015804_pub2,synthetic_excluded
CD013853_pub2_excl_13,Topic-related study 13,"",Author_7616,2021,0,CD013853_pub2,synthetic_excluded
CD004376_pub4_excl_146,Topic-related study 146,"",Author_7050,2020,0,CD004376_pub4,synthetic_excluded
CD008176_pub3_excl_63,Topic-related study 63,"",Author_9686,2010,0,CD008176_pub3,synthetic_excluded
CD001155_pub3_excl_4,Topic-related study 4,"",Author_2487,2011,0,CD001155_pub3,synthetic_excluded
CD003333_pub4_excl_1,Topic-related study 1,"",Author_3140,2006,0,CD003333_pub4,synthetic_excluded
CD009508_pub2_excl_26,Topic-related study 26,"",Author_6443,2019,0,CD009508_pub2,synthetic_excluded
CD013539_pub2_excl_41,Topic-related study 41,"",Author_6125,2019,0,CD013539_pub2,synthetic_excluded
CD012594_pub2_2,Johansson 2011,"",Johansson,2011,1,CD012594_pub2,pairwise70_included
