record_id,title,abstract,authors,year,label_included,review_id
14639176,[Comparison of volume preset and pressure preset ventilators during daytime nasal ventilation in chronic respiratory failure].,"Both volume preset and pressure preset ventilators are available for domiciliary nasal ventilation. Owing to their technical characteristics, it has been suggested that impaired ventilatory mechanics might cause a drop in the tidal volume (Vt) delivered by pressure preset devices, thereby placing mechanical ventilation at risk of inefficacy. We have assessed two ventilator systems (one pressure preset and one volume preset) with regard to the tidal volume and end-tidal carbon dioxide tension (PetCO(2)) changes that may be achieved in a group of awake patients with stable chronic respiratory failure (CRF). Eleven patients with stable CRF were ventilated in the assist/control mode for two consecutive one-hour periods. One ventilator was tested each hour, in random order. The VIGIL'AIR(R) system was used to record Vt, Respiratory Rate (RR), and Inspiratory/Expiratory ratio (I/E). The deviation E (E=preset value - measured value) was calculated for each measurement. Changes in PetCO(2) and arterial oxygen saturation were determined respectively by a capnometer and a pulse oximeter. Comparison of the mean deviation of Vt calculated for the two ventilators revealed a difference in patients with chronic obstructive pulmonary disease (COPD). The deviation was greatest with the pressure preset ventilator (PPV), which gave mean measured values higher than the mean preset values. The same comparison failed to reveal any difference in restrictive CRF. Comparison of the volume preset and pressure preset ventilators for RR, I/E and PetCO(2) did not reveal any difference. Compared to the volume preset ventilator, the efficacy of PPV to ventilate is not affected by the restrictive or obstructive nature of CRF. Our results show that pressure-preset ventilator is an adequate alternative to the volume-preset device for daytime non invasive ventilation in chronic respiratory insufficiency.",Perrin,2001,0,CD000143_pub2
14638501,"Phase II, randomized, double-blind, placebo-controlled studies of ruprintrivir nasal spray 2-percent suspension for prevention and treatment of experimentally induced rhinovirus colds in healthy volunteers.","Human rhinovirus (HRV) infections are usually self-limited but may be associated with serious consequences, particularly in those with asthma and chronic respiratory disease. Effective antiviral agents are needed for preventing and treating HRV illnesses. Ruprintrivir (Agouron Pharmaceuticals, Inc., San Diego, Calif.) selectively inhibits HRV 3C protease and shows potent, broad-spectrum anti-HRV activity in vitro. We conducted three double-blind, placebo-controlled clinical trials in 202 healthy volunteers to assess the activity of ruprintrivir in experimental HRV infection. Subjects were randomized to receive intranasal ruprintrivir (8 mg) or placebo sprays as prophylaxis (two or five times daily [2x/day or 5x/day] for 5 days) starting 6 h before infection or as treatment (5x/day for 4 days) starting 24 h after infection. Ruprintrivir prophylaxis reduced the proportion of subjects with positive viral cultures (for 5x/day dosing groups, 44% for ruprintrivir treatment group versus 70% for placebo treatment group [P=0.03]; for 2x/day dosing groups, 60% for ruprintrivir group versus 92% for placebo group [P=0.004]) and viral titers but did not decrease the frequency of colds. Ruprintrivir treatment reduced the mean total daily symptom score (2.2 for ruprintrivir treatment group and 3.3 for the placebo treatment group [P=0.014]) by 33%. Secondary endpoints, including viral titers, individual symptom scores, and nasal discharge weights, were also reduced by ruprintrivir treatment. Overall, ruprintrivir was well tolerated; blood-tinged mucus and nasal passage irritation were the most common adverse effects reported. Pharmacokinetic analysis of plasma and nasal ruprintrivir concentrations revealed intranasal drug residence with minimal systemic absorption. Results from these studies in experimental rhinoviral infection support continued investigation of intranasal ruprintrivir in the setting of natural HRV infection.",Hayden,2003,0,CD000143_pub2
14632333,Randomized study of nasal continuous positive airway pressure in the preterm infant with respiratory distress syndrome.,"To evaluate whether very preterm babies can be extubated successfully to nasal continuous positive airway pressure (nCPAP) within one hour of birth after receiving one dose of surfactant in the treatment of respiratory distress syndrome (RDS). Forty-two infants of 25 to 28(+6) wk of gestation were intubated at birth and given one dose of surfactant. They were then randomized within one hour of birth to either continue with conventional ventilation or to be extubated to nCPAP. Eight out of 21 (38%) babies randomized to nCPAP did not require subsequent reventilation. (Ventilation rates of 62% vs 100%, p = 0.0034). The smallest baby successfully extubated weighed 745 g. There were also significantly fewer infants intubated in the nCPAP group at 72 h of age (47% vs 81%, p = 0.025). There was no significant difference between the two groups in the number of babies that died, developed chronic lung disease or severe intraventricular haemorrhage. A significant number of very preterm babies with RDS can be extubated to nCPAP after receiving one dose of surfactant. nCPAP is a potentially useful modality of respiratory support even in very premature infants.",Tooley,2003,0,CD000143_pub2
14595042,"A randomized, controlled trial comparing two different continuous positive airway pressure systems for the successful extubation of extremely low birth weight infants.","To determine whether the use of the Infant Flow continuous positive airway pressure (IF CPAP) system reduces the rate of extubation failure among extremely low birth weight (ELBW) infants (infants with birth weight <1000 g) when compared with conventional CPAP delivered with a conventional ventilator and nasal prongs. A prospective, unmasked, randomized, controlled clinical trial was conducted in 162 eligible intubated ELBW infants who were hospitalized in 2 intensive care nurseries in Winston-Salem, North Carolina, between July 1997 and November 2000. Successful extubation was defined as no need for reintubation for any reason for at least 7 days after the first extubation attempt. The individual extubation success rates were 61.9% (52 of 84) in the conventional CPAP group and 61.5% (48 of 78) in the IF CPAP group. There were no significant differences in the extubation success rate in any birth weight subset between the 2 cohorts. The most common cause of extubation failure was apnea/bradycardia. Infants who were randomized to IF CPAP had fewer days on supplemental O(2) and shorter hospital stays. Extubation failure is a common problem, occurring in nearly 40% of ELBW infants who require mechanical ventilation. IF CPAP was as effective but no more effective than conventional CPAP in preventing extubation failure among ELBW infants. New strategies are needed to identify predictors of extubation success and to treat apnea/bradycardia, the most common cause of extubation failure, thereby reducing the likelihood of prolonged intubation in this high-risk cohort of premature infants.",Stefanescu,2003,0,CD000143_pub2
14592393,Is (re)titration of nasal continuous positive airway pressure for obstructive sleep apnoea necessary?,"To assess changes in nasal continuous positive airway pressure (nCPAP) pressure requirements across time in obstructive sleep apnoea (OSA), and whether routine retitrations are indicated. Most sleep laboratories perform one nCPAP titration, although some authors have found changes in pressures with time. A cohort of patients with OSA in a randomised controlled trial of nCPAP provided us with data on changes in titration pressures with time. One hundred and one patients with symptomatic OSA (Epworth Sleepiness Scale > or =10, and >10 episodes/h of >4% dips in SaO(2) overnight) were recruited to a 1 month trial comparing real (autotitrated) and placebo nCPAP. At 1 month all patients were titrated and received real nCPAP thereafter. Eighty five were retitrated at about 6 months. Average pressures did not change between the initial value and 1 month (95th centile, 8.47 (SD 3.00), 8.94 (2.85) cm H(2)O), although there were large individual changes (mean difference, +0.47, SD 2.30, range -5 to +6 cm H(2)O). There was a small fall at 6 months (mean difference -0.68, SD 2.60, range -6 to +6 cm H(2)O, P<0.03) with no suggestion that the changes from 1-6 months were clinically important. This study suggests that routine nCPAP retitrations are not necessary. In conjunction with other published data, the night to night variation we found implies that a nCPAP calibration using an algorithm (based on obesity and OSA severity) might be as clinically successful as conventional one night titrations. However, further studies will be needed to specifically confirm this hypothesis.",Choi,2001,0,CD000143_pub2
14592306,A prospective 8 week trial of nasal interfaces vs. a novel oral interface (Oracle) for treatment of obstructive sleep apnea hypopnea syndrome.,"To compare efficacy, compliance rates, and side effects of a new strapless oral interface, the Oracle, with available nasal masks over 8 weeks of use for the treatment of obstructive sleep apnea hypopnea syndrome (OSAHS). A total of 38 patients with OSAHS (respiratory disturbance index (RDI) >/=15/h) were enrolled after the diagnostic polysomnogram for subsequent continuous positive airway pressure (CPAP) therapy. After randomization, therapeutic pressures during a titration study were determined for 21 patients in the oral group and 17 patients in the nasal group. Comparisons for nasal and oral interfaces were made for baseline patient characteristics, average hours of CPAP use, side effects from therapy, and among questionnaires evaluating patients' subjective responses to therapy at months 1 and 2. No significant difference was observed in the average hours of CPAP use between the oral (4.5+/-2.1; 5.5+/-2.6) and nasal groups (4.0+/-2.6; 4.8+/-2.5) for either month 1 or 2 (P>0.05). The dropout rates were similar for both groups after 8 weeks of therapy. However, patients in the nasal group had higher occurrences of side effects such as nasal congestion, dryness, and air leaks, whereas patients in the oral group experienced more oral dryness and gum pain. Oral delivery of CPAP with the Oracle is an effective and suitable alternative for patients with OSAHS.",Khanna,2003,0,CD000143_pub2
14592280,Effects of modafinil on sustained attention performance and quality of life in OSA patients with residual sleepiness while being treated with nCPAP.,"Some patients with obstructive sleep apnea/hypopnea syndrome (OSA/HS) who are regular users of nasal continuous positive airway pressure (nCPAP) therapy continue to experience daytime sleepiness that impairs performance and quality of life. A randomized, double-blind, placebo-controlled, parallel-group study was conducted to determine the effect of modafinil on sustained attention performance and functional quality of life in OSA/HS patients with residual daytime sleepiness, who were regular users of nCPAP therapy. Seventy-seven patients received modafinil (200 mg/day, week 1; 400 mg/day, weeks 2-4) and 80 patients received matching placebo once daily for 4 weeks. Sustained attention performance on the psychomotor vigilance task (PVT) and functional status and quality of life using the Functional Outcomes of Sleep Questionnaire (FOSQ) were measured. The frequency of lapses of attention during PVT performance was significantly decreased, and both the median and slowest reaction times were significantly improved in patients receiving nCPAP plus modafinil compared with those receiving nCPAP plus placebo (P=0.010 for the number of lapses [transformed], P=0.023 for the median reaction time, and P=0.014 for the reciprocal of the 10% slowest reaction times). Treatment with nCPAP plus modafinil significantly improved the FOSQ total score (weeks 1 and 4), the vigilance subscale score (weeks 1 and 4), and the activity level subscale score (week 4) compared with treatment with nCPAP plus placebo (all P<0.05). Consistent with previous results for objective and subjective measures of sleepiness, modafinil used adjunctively improved performance on a test of behavioral alertness and reduced functional impairments in patients with OSA/HS who were regular users of nCPAP therapy but still experiencing sleepiness.",Dinges,2003,0,CD000143_pub2
14572126,A randomized crossover efficacy trial of oral CPAP (Oracle) compared with nasal CPAP in the management of obstructive sleep apnea.,"To determine the therapeutic efficacy and viability of a novel oral interface for continuous positive airway pressure (CPAP) compared with conventional nasal interfaces. A randomized single-blind crossover study. Hospital-based sleep laboratory. 21 CPAP-naïve patients with obstructive sleep apnea (baseline apnea-hypopnea index, 85 +/- 36) INTERVENTIONS: Nasal CPAP and oral CPAP MEASUREMENTS AND RESULTS: Patients were each treated for two 4-week periods using nasal CPAP and oral CPAP. The CPAP titrations were undertaken at the start of each treatment arm. Outcome measures were recorded at baseline and at the end of each treatment arm. These included polysomnography variables, CPAP compliance, subjective sleepiness, obstructive sleep apnea symptom ratings, and adverse effects. There were no significant differences between oral and nasal interfaces for the on-CPAP frequency of apneas and hypopneas (mean difference, nasal-oral [95%CI] = -4.6[-10.1-1.0]/h; P = 0.06) or arousals (-3.0 [-7.8-1.8]/h; P = 0.23). There were also no statistically significant differences between interfaces for scores on the Epworth Sleepiness Scale (-0.7 [-3.1-1.7]; P = 0.20), obstructive sleep apnea symptoms (-7.7 [-17.7-2.4]; P = 0.052), CPAP compliance (0.3 [-0.5-1.1] h/night; P = 0.50), CPAP pressure (0.05 [-0.66-0.76] cmH20; P = 0.73), CPAP side effects scores (-2.0 [-5.3-1.4]; P = 0.23), or mask preference (P = 0.407). In addition, both nasal and oral interfaces significantly improved polysomnographic variables, Epworth Sleepiness Scale scores, obstructive sleep apnea symptoms, and CPAP compliance from baseline (all P < 0.05). This preliminary study indicates that oral CPAP has similar efficacy to traditionally applied nasal CPAP in treating obstructive sleep apnea. Additional large studies are required to determine the range of clinical situations where oral CPAP is indicated.",Anderson,2003,0,CD000143_pub2
14551167,Endothelial function in obstructive sleep apnea and response to treatment.,"Impaired endothelium-dependent vascular relaxation is a prognostic marker of atherosclerosis and cardiovascular disease. We evaluated endothelium-dependent flow-mediated dilation (FMD) and endothelium-independent nitroglycerin (NTG)-induced dilation of the brachial artery with Doppler ultrasound in 28 men with obstructive sleep apnea (OSA) and 12 men without OSA. Subjects with OSA (apnea-hypopnea index; mean +/- SD, 46.0 +/- 14.5) had lower FMD compared with subjects without OSA (5.3 +/- 1.7% vs. 8.3 +/- 1.0%, p < 0.001), and major determinants of FMD were the apnea-hypopnea index and age. There was no significant difference in NTG-induced dilation. Subjects with OSA were randomized to nasal continuous positive airway pressure (nCPAP) or observation for 4 weeks. Subjects on nCPAP had significant increase in FMD, whereas those on observation had no change (4.4% vs. -0.8%, difference of 5.2%, p < 0.001). Neither group showed significant change in NTG-induced vasodilation. Eight subjects who used nCPAP for over 3 months were reassessed on withdrawing treatment for 1 week. On nCPAP withdrawal, FMD became lower than during treatment (p = 0.02) and were similar to baseline values. Our findings demonstrated that men with moderate/severe OSA have endothelial dysfunction and treatment with nCPAP could reverse the dysfunction; the effect, however, was dependent on ongoing use.",Ip,2004,0,CD000143_pub2
14535966,Endocrine effects of nasal continuous positive airway pressure in male patients with obstructive sleep apnoea.,"Obstructive sleep apnoea (OSA) is a relatively common condition producing disabling somnolence and profound physiological responses to hypoxaemic episodes during sleep, including significant oscillations in blood pressure. This study aimed to provide controlled data on the interaction between OSA and endocrine axes to establish whether overrepresentation of pathology such as hypertension and hypogonadism in OSA subjects might have an endocrine basis. Parallel randomized sham placebo controlled 1-month trial of nasal continuous positive airway pressure (nCPAP) in 101 male subjects with OSA presenting to a respiratory sleep clinic. Analysis of gonadotrophins, testosterone, sex hormone binding protein (SHBG), prolactin, cortisol, thyroid stimulating hormone (TSH), free thyroxine (free T4), insulin-like growth factor-1 (IGF-1), renin and aldosterone were performed at baseline and after 1 month's active or placebo nCPAP intervention. Quality of life questionnaire scoring was also recorded over the same time period. Testosterone and SHBG showed significant negative correlations with baseline OSA severity. Active treatment of OSA produced SHBG elevation and TSH reduction (P< or =0.03). Both groups showed an increase in aldosterone (P<0.001) and IGF-1 (P< or =0.03), associated with a large improvement in subjective quality of life scoring. These findings demonstrate significant changes in endocrine axes not previously reported in a placebo-controlled trial. OSA is a recognized reversible cause of testosterone reduction; SHBG suppression correlating to baseline OSA severity supports a diagnosis of secondary hypogonadism. Significant rises in aldosterone and IGF-1 on treatment coincide with increased physical activity and an improved quality of life score.",Meston,2003,0,CD000143_pub2
14509556,The effect of treatment on diaphragm contractility in obstructive sleep apnea syndrome.,In untreated obstructive sleep apnea syndrome (OSAS) inspiratory efforts are made against an occluded airway and diaphragm fatigue might therefore complicate OSAS. To test this hypothesis we measured twitch transdiaphragmatic pressure (Tw Pdi) in response to bilateral cervical magnetic stimulation of the phrenic nerve roots in nine patients with OSAS before and one month after successful therapy with nasal continuous positive airways pressure (nCPAP). The mean Tw Pdi before therapy was 23.2cm H2O and after therapy was 22.8cm H2O (P = 0.59); the mean change after initiation of nCPAP was 0.4cm H2O with 95% confidence intervals of -1.3cm H2O and +2.1 cm H2O. We conclude that low frequency diaphragm fatigue does not complicate untreated OSAS.,El-Kabir,2003,0,CD000143_pub2
14509553,Effect of nasal valve dilation on effective CPAP level in obstructive sleep apnea.,"Nasal problems are frequent at high continuous positive airway pressure (CPAP). We hypothesized that a reduction of the nasal resistance reduces CPAP and investigated the effect of a nasal valve dilator (Nozovent) on CPAP in patients with obstructive sleep apnea. In a randomized cross-over design Nozovent was inserted in 38 patients during one of two nights using AutoSet T. CPAP differences > 1 cm H2O were considered as clinically relevant. With Nozovent the median CPAP pressure was reduced from 8.6 cm H2O to 8.0 H2O (P = 0.023) in all patients, but the number of patients with a reduction of CPAP by 1 cm H2O was not significant. The median CPAP level among 20 patients requiring a CPAP level of above 9 cm H2O was reduced from 10.3 to 9.1 cm H2O, P < 0.05. A clinical improvement with Nozovent was seen in 10 of 20 patients requiring a pressure of above 9 cm H2O compared with 4 of 18 patients who needed lower pressures, P = 0.025. Nozovent reduces the CPAP level 1 cm H2O in 50% of patients requiring a high pressure (> 9 cm H2O). Future studies should identify possible patients benefiting from a nasal dilator during CPAP therapy.",Schönhofer,2003,0,CD000143_pub2
10149774,Is laser surgery superior to cryosurgery for the treatment of high grade CIN? Pro.,"",Burke,1991,1,CD000219_pub5
1776624,"Re: ""The time interval between death and next-of-kin contact and its effects on response rates and data quality"".","",Jacobs,1991,1,CD000219_pub5
1743687,Medicare change could benefit retirees under 65.,"",Burke,1991,1,CD000219_pub5
17282019,Development of a novel method to determine human current perception threshold.,This paper reports a novel instrument for human current perception threshold (CPT) measurement. An objective galvanic skin response (GSR) method is employed to monitor subject's response to quantitative stimuli. Experimental results show that new system is more objective and easy to operate in comparison with conventional quantitative sensory testing systems.,Le,2005,1,CD000219_pub5
16851992,Photoinduced-reaction dynamics of halogenated alkanes on iron oxide surfaces: CH3I on Fe3O4(111)-(2x2).,"The adsorption, thermal chemistry, and photoreaction dynamics of methyl iodide on the (2x2) magnetite termination of natural single-crystal hematite have been investigated by time-of-flight quadrupole mass spectrometry (TOF-QMS), temperature-programmed desorption (TPD) and Auger electron spectroscopy (AES). The methyl iodide thermal desorption spectra, taken after dosing the (2x2) surface at 100 K with CH(3)I, show a multiple-peak coverage-dependent behavior, consistent with the presence of several distinct adsorbed phases, along with defect-mediated dissociative chemisorption in the first monolayer. At >1 ML, methyl iodide forms a metastable physisorbed second layer, which desorbs at 148 K, but at higher coverage converts to a layer, which desorbs at 170 K. In the presence of low-fluence-pulse irradiation at 248 nm, angle-resolved TOF-QMS measurements show that 1.6 and 0.3 eV CH(3) fragments are ejected from the adsorbate surface; these fragments originate from direct photodissociation and dissociative photoinduced electron transfer, respectively. These energetic photoejected fragments have characteristic angular distributions peaked at approximately 0 degree with respect to the surface normal. These results and the coverage-dependent relative intensities suggest that the predominant orientation in the first monolayer of the adsorbed CH(3)I is normal to the crystal plane.",Totir,2005,1,CD000219_pub5
16534203,Assessment of morphological and immunohistological alterations in long-term keloid skin explants.,"One of the major impediments in keloid research is the lack of a keloid animal model that can mimic human keloid. This imposes investigative constraints on studying cellular interactions and biochemical processes that normally occur in vivo. Our main objective is to establish an in vitro model for maintaining long-term viable keloid dermal explants as a tool for investigating the pathogenesis of keloid scar formation. Explants of adult keloid scars were cultured in vitro by embedding them in enriched collagen gel matrix and maintaining them for up to 6 weeks, whereupon changes in tissue morphology and cellular differentiation were examined. The effects of medium enrichment, air versus liquid submersion, and different substrates on the explants were examined. Our results indicated that keloid explants embedded in a collagen gel matrix were morphologically better preserved than explants placed on a plastic substrate. Explants with epidermis at the air-liquid interface had better morphology than collagen-submerged explants, and there were no differences between serum-free and serum-supplemented explant cultures. Immunohistochemical and apoptotic analyses were performed to assess cellular viability and differentiation. In situ hybridization confirmed that keloid fibroblasts had sustained collagen type I gene expression throughout the 6 weeks in culture, thus validating the integrity of a long-term keloid culture system. In conclusion, the collagen-embedded skin explant system demonstrates that keloid tissues could be maintained for up to 6 weeks for long-term in vitro studies.",Duong,2005,1,CD000219_pub5
7299493,"Sodium deprivation during thiamin deficiency in rats: hormonal, histological, and behavioral responses.","Adrenal function, determined by adrenocortical hormone measurement and histological studies, was examined in adult rats fed on of the following four diets for four weeks: thiamin-sufficient, sodium-adequate (+B/+Na) or inadequate (+B/-Na); and thiamin-deficient, sodium-adequate (-B/+NA) or inadequate (-B/-Na). Thiamin-deficiency significantly depressed plasma and urinary aldosterone responses to sodium deprivation; on the other hand, thiamin status had no consistent significant effect on aldosterone levels in sodium-adequate rats. Plasma corticosterone levels were significantly elevated by thiamin deficiency and yet unaffected by sodium deprivation. Histological examination of the adrenal glands in thiamin-deficient rats revealed a suboptimal zona glomerulosa response to sodium deprivation. Juxtaglomerular granulation in the kidneys indicated that renin secretion was adequate in thiamin-deficient rats. In another experiment, salt (NaCl) appetite development was confirmed in adult rats fed the -B/+Na diet. A direct role of aldosterone in producing salt appetite in thiamin-deficient rats seems unlikely since aldosterone levels were essentially unchanged in rats fed the -B/+Na diet. Instead, the elevated corticosterone levels in thiamin-deficient rats suggest a general stress mechanism for salt appetite development of which the reduced aldosterone response to sodium deprivation is a symptom.",Hastings,1981,1,CD000219_pub5
7295692,Purification of a human progesterone receptor.,"The cytoplasmic progesterone receptor form human uterus has been purified to apparent homogeneity by a combination of ammonium sulfate fractionation and affinity chromatography. Affinity resins prepared by conventional means were compared to those prepared by a modified method. The latter give more reproducible results. A consistent finding was that low capacity resins gave the highest fold purification of the receptor. The pure receptor sedimented at 3.6 S on sucrose density gradient centrifugation, was eluted as a single band by 0.2 M KCl from DEAE-cellulose, and migrated as a single band of molecular weight 42 000 on NaDodSO4-polyacrylamide gel electrophoresis. Molecular weight determinations, obtained from Strokes' radii and sucrose gradient centrifugation, the receptors' behavior on ion exchange resins, and hormone binding specificity were all similar to those of the receptor found in crude cytosol. When the crude cytosol receptor was photoaffinity labeled by using 3H-labeled 17,21-dimethyl-19-norpregna-4,9-diene-3,20-dione followed by NaDodSO4-polyacrylamide gel electrophoresis, only protein of Mr 42 000 was labeled. This is consistent with our previous findings that alkylation of the pure receptor using 11-deoxycorticosterone bromo[3H]acetate showed labeling of a single protein of Mr 42 000. These properties confirm that the identity and integrity of the receptor have been maintained throughout its purification.",Smith,1981,1,CD000219_pub5
7250064,"Affinity labelling of the human uterine progesterone receptor with 21-, 16 alpha- and 11 alpha-bromoacetoxyprogesterones.","This report describes the use of 21-, 16 alpha- and 11 alpha -[2'-3H]bromoacetoxyprogesterone as affinity labels to characterize the human uterine progesterone receptor (HPR). These three derivatives can bind to and displace progesterone bound to the HPR. This affinity labelling was inhibited by an excess of radioinert progesterone and could not be demonstrated if bovine serum albumin was used in place of the HPR. Bromoacetic acid alone did not affinity label the HPR. Polyacrylamide gel electrophoresis under denaturing conditions showed that all three derivatives bound to a 45,000 molecular weight protein.",Holmes,1981,1,CD000219_pub5
1773154,Co-amoxiclav in recurrent acute otitis media: placebo controlled study.,"To determine the efficacy of coamoxiclav in children aged 6 months to 12 years with recurrent acute otitis media. A randomised double blind placebo controlled clinical trial. General practice in the Netherlands. 121 children with recurrent acute otitis media, defined by onset of otalgia and otoscopic signs of middle ear infection within four to 52 weeks after the previous attack. Confirmation of diagnosis and randomisation was done by otolaryngologists. Oral co-amoxiclav or placebo in weight related doses for seven days. An irregular clinical course defined as the presence of otalgia or a body temperature greater than or equal to 38 degrees C, or both, after three days. Eleven (16%; 95% confidence interval 9% to 28%) children had an irregular course in the co-amoxiclav group and 10 (19%; 9% to 31%) in the placebo group (difference not significant). Age, dichotomised at 2 years, was the only significant prognostic factor for irregular course of the disease (odds ratio 5.9; 1.8 to 19.1). Among children aged below 2 years, 28% (4/14) in the co-amoxiclav group and 58% (7/12) in the placebo group had irregular courses. For children 2 years and older these percentages were 13% (7/52) and 7% (3/41). Children with recurrent acute otitis media are at greater risk of an irregular clinical course of the disease than children with a first episode of acute otitis media. Co-amoxiclav has no significant benefit over placebo in treating children over 2 years with acute otitis media.",Appelman,1991,1,CD000219_pub5
1765956,Curettage after midtrimester termination of pregnancy. Is it necessary?,"We conducted a prospective study to assess the need for curettage after spontaneous expulsion of the placenta in midtrimester termination of pregnancy. The rate of early complications (9.4%) was consistent with previously reported data. A higher incidence of intrauterine adhesions, detected on hysteroscopy, was observed in patients who underwent curettage (38.5% vs. 7.7%, P = .0727). In order to prevent intrauterine adhesions, curettage should be restricted to cases in which retained products of conception are suspected. It should not be performed routinely in every case of midtrimester termination of pregnancy after spontaneous expulsion of the placenta.",Lurie,1991,1,CD000219_pub5
1958309,[When the smoke around your head has cleared ... Evaluation of the Project Quality of Care].,"",Appelman,1991,1,CD000219_pub5
4881679,Geophagia in man: its nature and nutritional effects.,"",Halsted,1968,1,CD000219_pub5
5711656,Gastrointestinal disease and clinical nutrition.,"",Halsted,1968,1,CD000219_pub5
4173703,Plasma-zinc and copper in pregnancy and after oral contraceptives.,"",Halsted,1968,1,CD000219_pub5
2011422,Amoxicillin or myringotomy or both for acute otitis media: results of a randomized clinical trial.,"A total of 536 infants and children with acute otitis media were randomly assigned to one of six consistent year-long regimens involving the treatment of nonsevere episodes with either amoxicillin or placebo, and severe episodes with either amoxicillin, amoxicillin and myringotomy, or, in children aged 2 years or older, placebo and myringotomy. Nonsevere episodes had more favorable outcomes in subjects assigned to treatment with amoxicillin than with placebo, as measured by the proportions that resulted in initial treatment failure (3.9% vs 7.7%, P = .009) and the proportions in which middle-ear effusion was present at 2 and 6 weeks after onset (46.9% vs 62.5%, P less than .001; and 45.9% vs 51.5%, P = .09, respectively). In subjects whose entry episode was non-severe, those assigned to amoxicillin treatment had less average time with effusion during the succeeding year than those assigned to placebo treatment (36.0% vs 44.4%, P = .004), but recurrence rates of acute otitis media in the two groups were similar. In the 2-year-and-older age group, severe episodes resulted in more initial treatment failures in subjects assigned to receive myringotomy alone than in subjects assigned to receive amoxicillin with, or without, myringotomy (23.5% vs 3.1% vs 4.1%, P = .006). In the study population as a whole, severe episodes in subjects assigned to receive amoxicillin alone, and amoxicillin with myringotomy, had comparable outcomes. It is concluded that children with acute otitis media should routinely be treated with amoxicillin (or an equivalent antimicrobial drug). The data provide no support for the routine use of myringotomy either alone or adjunctively.",Kaleida,1991,1,CD000219_pub5
7336516,[Idiopathic calcification in the mitral valve and the degree of stenosing coronary atherosclerosis].,"",Mygind,1981,1,CD000219_pub5
6975704,"Kartagener's syndrome. Preliminary report on cilia structure, function, and upper airway symptoms.","Our study was designed to examine the motility and ultrastructure of cilia from the nose of patients with Kartagener's syndrome. Microphoto-oscillographic recording from single cells showed that the patients had in fact motile cilia, although the number was reduced. Asynchrony within the single cell was a more consistent feature. The first results of blind, quantitative microscopy showed the ultrastructural defects, described earlier, but the overlapping with a normal control group was considerable. Only one of nine patients had no dynein arms and completely immotile cilia; an observation which renders the term ""the immotile-cilia syndrome"" a misnomer. The ear-nose-throat symptoms were characterized by daily nose-blowings since birth, recurrent sinusitis, and chronic secretory otitis media. On the other hand, the frequency of acute purulent otitis media and of common colds appeared to be normal.",Pedersen,1981,1,CD000219_pub5
7313652,Ventricular volumes in experimental acute lung disease. A preliminary report.,"A study of ventricular volumes, ejection fractions and filling pressures was performed in dogs (Beagles) before and after the induction of a pulmonary insult (thrombin). The results indicate that during failure of the right ventricle the left ventricular filling pressures are increased without an increase in left ventricular enddiastolic volume and ejection fraction is unchanged. The clinical implications of this phenomenon (ventricular interference) are discussed.",Qvist,1981,1,CD000219_pub5
11220674,Acute primary infection with cytomegalovirus (CMV) in kidney transplant recipients results in the appearance of a phenotypically aberrant CD8+ T cell population.,"Human cytomegalovirus (CMV) is a beta-herpesvirus that causes a chronic subclinical infection in healthy man. The immune system is unable to eliminate the virus completely, allowing virus to persist in a latent state. In the immunocompromised host, this equilibrium is disturbed, resulting in a clinical infection. In immunocompromised rats, clinical CMV infection is associated with an increase in NK cells and CD8+ T cells, including a phenotypically aberrant CD8+ T cell population. Using flow cytometry, we examined the effect of acute CMV infection on the composition of leukocyte subsets in immunocompromised patients. Therefore, we used peripheral blood of CMV seronegative patients receiving a kidney from a seronegative (control group) or a seropositive donor. Of the patients receiving a seropositive kidney, only the patients undergoing acute CMV infection were included (experimental group). Special attention was paid to the phenotype of the cytotoxic T cells. The development of acute CMV infection resulted in an increased NK cell number and an activation of both CD4+ and CD8+ T cells, as determined by HLA-DR expression. An aberrant CD8+ T cell subset with decreased expression of CD8 and TCR alphabeta appeared in the infected patients. Furthermore, the size of this subpopulation of CD8+ T cells is positively correlated with the viral load.",van Dam,2000,1,CD000219_pub5
